"Carbonate sand"	"Coral rubble"	"Indeterminate"	"Live reef"	"Senile coral reef"	"Thalassia"
"1"	0.992	0.004	0	0	0.004	0
"2"	0.992	0.002	0	0.006	0	0
"3"	0.996	0.004	0	0	0	0
"4"	0.99	0.004	0	0.004	0.002	0
"5"	0.996	0.002	0	0.002	0	0
"6"	0.986	0.01	0	0.002	0.002	0
"7"	1	0	0	0	0	0
"8"	0.99	0.01	0	0	0	0
"9"	0.998	0.002	0	0	0	0
"10"	0.972	0.026	0	0	0.002	0
"11"	1	0	0	0	0	0
"12"	0.998	0	0	0	0.002	0
"13"	0.994	0.004	0	0	0.002	0
"14"	1	0	0	0	0	0
"15"	0.98	0.006	0	0.006	0.008	0
"16"	0.994	0.002	0	0.004	0	0
"17"	1	0	0	0	0	0
"18"	0.998	0.002	0	0	0	0
"19"	0.984	0.014	0	0	0.002	0
"20"	0.996	0.002	0	0	0.002	0
"21"	0.986	0.01	0	0	0.004	0
"22"	0.998	0.002	0	0	0	0
"23"	0.994	0.006	0	0	0	0
"24"	1	0	0	0	0	0
"25"	1	0	0	0	0	0
"26"	0.972	0.028	0	0	0	0
"27"	0.976	0.024	0	0	0	0
"28"	1	0	0	0	0	0
"29"	1	0	0	0	0	0
"30"	0.998	0.002	0	0	0	0
"31"	1	0	0	0	0	0
"32"	0.986	0.014	0	0	0	0
"33"	1	0	0	0	0	0
"34"	1	0	0	0	0	0
"35"	1	0	0	0	0	0
"36"	1	0	0	0	0	0
"37"	0.996	0.004	0	0	0	0
"38"	0.96	0.03	0.006	0.004	0	0
"39"	1	0	0	0	0	0
"40"	0.998	0.002	0	0	0	0
"41"	0.998	0	0	0.002	0	0
"42"	0.99	0.008	0	0.002	0	0
"43"	0.994	0.006	0	0	0	0
"44"	0.994	0.006	0	0	0	0
"45"	0.418	0.58	0	0.002	0	0
"46"	0.992	0.008	0	0	0	0
"47"	0.948	0.052	0	0	0	0
"48"	0.938	0.03	0.012	0.02	0	0
"49"	0.996	0.002	0	0.002	0	0
"50"	0.99	0.01	0	0	0	0
"51"	1	0	0	0	0	0
"52"	0.992	0.008	0	0	0	0
"53"	0.992	0.006	0	0.002	0	0
"54"	0.986	0.014	0	0	0	0
"55"	0.988	0.002	0.004	0.004	0.002	0
"56"	0.996	0.004	0	0	0	0
"57"	0.998	0.002	0	0	0	0
"58"	0.998	0.002	0	0	0	0
"59"	0.996	0.004	0	0	0	0
"60"	0.974	0.026	0	0	0	0
"61"	0.99	0.008	0	0	0.002	0
"62"	0.972	0.028	0	0	0	0
"63"	0.982	0.018	0	0	0	0
"64"	1	0	0	0	0	0
"65"	0.998	0.002	0	0	0	0
"66"	0.998	0.002	0	0	0	0
"67"	0.998	0.002	0	0	0	0
"68"	0.988	0.002	0.004	0.006	0	0
"69"	0.998	0.002	0	0	0	0
"70"	0.998	0.002	0	0	0	0
"71"	0.992	0.008	0	0	0	0
"72"	0.992	0.004	0.002	0.002	0	0
"73"	0.998	0.002	0	0	0	0
"74"	1	0	0	0	0	0
"75"	0.996	0.004	0	0	0	0
"76"	0.992	0.006	0	0.002	0	0
"77"	0.998	0	0	0.002	0	0
"78"	0.996	0.004	0	0	0	0
"79"	0.992	0.008	0	0	0	0
"80"	0.988	0.002	0	0.01	0	0
"81"	0.996	0.002	0	0.002	0	0
"82"	0.994	0.002	0	0.004	0	0
"83"	0.984	0.008	0	0.008	0	0
"84"	0.996	0	0.002	0.002	0	0
"85"	1	0	0	0	0	0
"86"	0.994	0	0.002	0.004	0	0
"87"	0.996	0	0.002	0.002	0	0
"88"	1	0	0	0	0	0
"89"	0.994	0.006	0	0	0	0
"90"	0.99	0.004	0.002	0.004	0	0
"91"	0.96	0.02	0	0	0.02	0
"92"	0.986	0.014	0	0	0	0
"93"	0.962	0.016	0	0.006	0.016	0
"94"	0.984	0.008	0	0	0.008	0
"95"	0.984	0.012	0.002	0.002	0	0
"96"	0.998	0	0	0.002	0	0
"97"	1	0	0	0	0	0
"98"	0.986	0	0.002	0.012	0	0
"99"	0.992	0.008	0	0	0	0
"100"	1	0	0	0	0	0
"101"	1	0	0	0	0	0
"102"	0.978	0.012	0	0.002	0.008	0
"103"	0.988	0.01	0	0.002	0	0
"104"	0.99	0.002	0	0.008	0	0
"105"	0.998	0.002	0	0	0	0
"106"	1	0	0	0	0	0
"107"	0.984	0.004	0	0.01	0.002	0
"108"	0.984	0.012	0	0.002	0.002	0
"109"	0.982	0.008	0	0	0.01	0
"110"	0.984	0.012	0	0	0.004	0
"111"	0.994	0.002	0	0.004	0	0
"112"	0.96	0.006	0	0.02	0.014	0
"113"	0.976	0.014	0	0.004	0.006	0
"114"	0.974	0.01	0	0.014	0.002	0
"115"	0.966	0.016	0	0.006	0.012	0
"116"	0.972	0.016	0	0.002	0.01	0
"117"	0.954	0.032	0	0.002	0.012	0
"118"	0.886	0.06	0	0.004	0.05	0
"119"	0.974	0.014	0	0	0.012	0
"120"	0.952	0.026	0	0	0.022	0
"121"	0.842	0.13	0	0	0.028	0
"122"	0.204	0.766	0	0	0.03	0
"123"	0.022	0.952	0	0	0.026	0
"124"	0.024	0.948	0	0	0.028	0
"125"	0.096	0.85	0	0.002	0.052	0
"126"	0.01	0.984	0	0	0.006	0
"127"	0.048	0.93	0	0.002	0.02	0
"128"	0.004	0.992	0	0	0.004	0
"129"	0.002	0.998	0	0	0	0
"130"	0	0.994	0	0	0.006	0
"131"	0.002	0.996	0	0	0.002	0
"132"	0.002	0.97	0	0	0.028	0
"133"	0.006	0.988	0	0	0.006	0
"134"	0.004	0.982	0	0	0.014	0
"135"	0.006	0.968	0	0	0.024	0.002
"136"	0.008	0.978	0	0	0.014	0
"137"	0.018	0.942	0	0	0.04	0
"138"	0.04	0.95	0	0	0.01	0
"139"	0.002	0.988	0	0	0.01	0
"140"	0.002	0.994	0	0	0.004	0
"141"	0	0.966	0	0	0.03	0.004
"142"	0.026	0.848	0	0	0.114	0.012
"143"	0.076	0.856	0	0	0.054	0.014
"144"	0.006	0.958	0	0	0.036	0
"145"	0.022	0.894	0	0	0.082	0.002
"146"	0.028	0.726	0	0	0.246	0
"147"	0.736	0.228	0	0	0.036	0
"148"	0.16	0.796	0	0	0.044	0
"149"	0.042	0.856	0	0	0.102	0
"150"	0.022	0.788	0	0	0.19	0
"151"	0.01	0.854	0	0	0.132	0.004
"152"	0.016	0.876	0	0	0.096	0.012
"153"	0.03	0.798	0	0	0.172	0
"154"	0.016	0.692	0	0	0.292	0
"155"	0.032	0.712	0	0	0.256	0
"156"	0.044	0.842	0	0	0.114	0
"157"	0.04	0.802	0	0	0.158	0
"158"	0.01	0.732	0	0	0.258	0
"159"	0.892	0.074	0.002	0	0.032	0
"160"	0.786	0.166	0	0	0.048	0
"161"	0.754	0.212	0	0	0.034	0
"162"	0.694	0.276	0.002	0	0.028	0
"163"	0.738	0.226	0	0	0.036	0
"164"	0.712	0.158	0	0	0.13	0
"165"	0.724	0.2	0	0	0.076	0
"166"	0.814	0.102	0	0	0.084	0
"167"	0.824	0.136	0	0	0.04	0
"168"	0.036	0.788	0	0	0.176	0
"169"	0.118	0.86	0	0	0.022	0
"170"	0.734	0.236	0	0	0.03	0
"171"	0.13	0.846	0	0	0.024	0
"172"	0.05	0.776	0	0	0.174	0
"173"	0.168	0.78	0	0	0.052	0
"174"	0.118	0.834	0	0	0.048	0
"175"	0.082	0.902	0	0	0.016	0
"176"	0.008	0.706	0	0	0.286	0
"177"	0.03	0.816	0	0	0.154	0
"178"	0.13	0.836	0	0	0.034	0
"179"	0.072	0.858	0	0	0.07	0
"180"	0.016	0.808	0	0	0.176	0
"181"	0.02	0.742	0	0	0.238	0
"182"	0.082	0.83	0	0	0.088	0
"183"	0.846	0.134	0	0	0.02	0
"184"	0.886	0.094	0	0	0.02	0
"185"	0.08	0.832	0	0	0.088	0
"186"	0.034	0.946	0	0	0.02	0
"187"	0.068	0.888	0	0	0.044	0
"188"	0.196	0.778	0	0	0.026	0
"189"	0.064	0.792	0	0	0.144	0
"190"	0.768	0.182	0	0	0.05	0
"191"	0.626	0.182	0	0	0.192	0
"192"	0.69	0.286	0	0	0.024	0
"193"	0.054	0.914	0	0	0.032	0
"194"	0.15	0.804	0	0	0.046	0
"195"	0.082	0.882	0	0	0.036	0
"196"	0.062	0.894	0	0	0.044	0
"197"	0.866	0.102	0	0	0.032	0
"198"	0.988	0.01	0	0.002	0	0
"199"	0.948	0.034	0	0.002	0.016	0
"200"	0.834	0.132	0	0	0.034	0
"201"	0.782	0.144	0	0	0.074	0
"202"	0.99	0.006	0	0	0.004	0
"203"	0.97	0.026	0	0	0.004	0
"204"	0.994	0.002	0	0.004	0	0
"205"	0.97	0.022	0	0.002	0.006	0
"206"	0.918	0.052	0	0.018	0.012	0
"207"	0.988	0.01	0	0.002	0	0
"208"	0.988	0.008	0	0	0.004	0
"209"	0.964	0.022	0	0.004	0.01	0
"210"	0.814	0.076	0	0	0.11	0
"211"	0.988	0.008	0	0	0.004	0
"212"	0.98	0.016	0	0.002	0.002	0
"213"	0.818	0.122	0	0	0.06	0
"214"	0.984	0.01	0	0.004	0.002	0
"215"	0.978	0.018	0	0.002	0.002	0
"216"	0.026	0.848	0	0	0.126	0
"217"	0.896	0.07	0	0	0.034	0
"218"	0.04	0.81	0	0	0.15	0
"219"	0.046	0.93	0	0	0.024	0
"220"	0.132	0.844	0	0	0.024	0
"221"	0.888	0.084	0	0.002	0.026	0
"222"	0.086	0.868	0	0	0.046	0
"223"	0.09	0.872	0	0	0.038	0
"224"	0.12	0.848	0	0	0.032	0
"225"	0.024	0.862	0	0	0.114	0
"226"	0.03	0.96	0	0.002	0.008	0
"227"	0.138	0.822	0	0	0.04	0
"228"	0.038	0.95	0	0	0.012	0
"229"	0.228	0.754	0	0.004	0.014	0
"230"	0.066	0.924	0	0	0.01	0
"231"	0.032	0.93	0	0	0.038	0
"232"	0.044	0.914	0	0	0.042	0
"233"	0.018	0.964	0	0	0.018	0
"234"	0.02	0.96	0	0	0.02	0
"235"	0.01	0.98	0	0	0.01	0
"236"	0.304	0.668	0.002	0.002	0.024	0
"237"	0.97	0.03	0	0	0	0
"238"	0.818	0.146	0	0	0.036	0
"239"	0.046	0.918	0.002	0	0.034	0
"240"	0.842	0.12	0	0	0.038	0
"241"	0.898	0.09	0	0	0.012	0
"242"	0.97	0.02	0	0.01	0	0
"243"	0.79	0.178	0	0	0.032	0
"244"	0.154	0.83	0	0	0.016	0
"245"	0.97	0.01	0	0.02	0	0
"246"	0.984	0.004	0	0.012	0	0
"247"	0.98	0	0	0.02	0	0
"248"	0.962	0.012	0	0	0.026	0
"249"	0.998	0.002	0	0	0	0
"250"	0.942	0.042	0	0.002	0.014	0
"251"	0.17	0.762	0	0	0.068	0
"252"	0.982	0	0	0.016	0.002	0
"253"	0.942	0	0.006	0.05	0.002	0
"254"	0.954	0.012	0	0.026	0.008	0
"255"	0.86	0.13	0	0.004	0.006	0
"256"	0.966	0.002	0.002	0.03	0	0
"257"	0.974	0.024	0	0	0.002	0
"258"	0.33	0.666	0	0	0.004	0
"259"	0.982	0.004	0	0.004	0.01	0
"260"	0.978	0.008	0	0.012	0.002	0
"261"	0.992	0.006	0	0.002	0	0
"262"	0.662	0.134	0	0	0.204	0
"263"	0.834	0.126	0	0	0.04	0
"264"	0.972	0.01	0	0.008	0.01	0
"265"	1	0	0	0	0	0
"266"	0.988	0	0	0.012	0	0
"267"	0.98	0.006	0	0.014	0	0
"268"	0.992	0.002	0	0.006	0	0
"269"	0.998	0	0	0.002	0	0
"270"	0.958	0.012	0.002	0.028	0	0
"271"	0.934	0.054	0	0.01	0.002	0
"272"	0.95	0.036	0	0.008	0.006	0
"273"	0.188	0.808	0	0	0.004	0
"274"	0.296	0.702	0	0	0.002	0
"275"	0.31	0.684	0	0.002	0.004	0
"276"	0.052	0.934	0	0	0.014	0
"277"	0.078	0.896	0	0	0.026	0
"278"	0.008	0.978	0	0	0.014	0
"279"	0.102	0.844	0	0	0.054	0
"280"	0.02	0.904	0	0	0.076	0
"281"	0.012	0.964	0	0	0.024	0
"282"	0.274	0.714	0	0.01	0.002	0
"283"	0.108	0.74	0	0.002	0.15	0
"284"	0.012	0.834	0	0	0.154	0
"285"	0.01	0.97	0	0	0.02	0
"286"	0.028	0.828	0	0	0.144	0
"287"	0.048	0.796	0	0	0.156	0
"288"	0.006	0.984	0	0	0.01	0
"289"	0.03	0.918	0	0	0.052	0
"290"	0.032	0.924	0	0	0.044	0
"291"	0.014	0.752	0	0	0.234	0
"292"	0.016	0.92	0.002	0	0.062	0
"293"	0.854	0.118	0	0.008	0.02	0
"294"	0.082	0.862	0	0	0.056	0
"295"	0.014	0.82	0	0	0.166	0
"296"	0.012	0.904	0	0	0.084	0
"297"	0.01	0.884	0.002	0	0.104	0
"298"	0.014	0.89	0	0	0.096	0
"299"	0.03	0.898	0	0	0.072	0
"300"	0.016	0.916	0	0	0.068	0
"301"	0.008	0.872	0.004	0	0.116	0
"302"	0.018	0.934	0	0	0.048	0
"303"	0.026	0.834	0	0	0.14	0
"304"	0.018	0.95	0	0	0.032	0
"305"	0.086	0.858	0	0	0.056	0
"306"	0.026	0.948	0	0	0.026	0
"307"	0.016	0.954	0	0	0.03	0
"308"	0.004	0.954	0	0	0.042	0
"309"	0.016	0.946	0	0	0.038	0
"310"	0.012	0.952	0	0	0.036	0
"311"	0.002	0.81	0	0	0.188	0
"312"	0.056	0.818	0	0	0.126	0
"313"	0.008	0.852	0.002	0	0.138	0
"314"	0.042	0.904	0	0	0.054	0
"315"	0.022	0.948	0	0	0.03	0
"316"	0.028	0.778	0	0	0.194	0
"317"	0.016	0.748	0	0	0.236	0
"318"	0.014	0.94	0	0	0.046	0
"319"	0.046	0.886	0	0	0.068	0
"320"	0.012	0.868	0	0	0.12	0
"321"	0.002	0.714	0	0	0.284	0
"322"	0.092	0.744	0	0.01	0.154	0
"323"	0.084	0.138	0.002	0.002	0.774	0
"324"	0.06	0.114	0	0.004	0.822	0
"325"	0.016	0.176	0	0	0.808	0
"326"	0.044	0.118	0	0	0.838	0
"327"	0.046	0.162	0.002	0	0.79	0
"328"	0.062	0.174	0	0	0.764	0
"329"	0.028	0.146	0	0	0.826	0
"330"	0.038	0.176	0	0	0.786	0
"331"	0.016	0.166	0	0	0.818	0
"332"	0.004	0.18	0	0	0.816	0
"333"	0.016	0.882	0	0	0.102	0
"334"	0.012	0.894	0	0	0.094	0
"335"	0.008	0.246	0	0	0.746	0
"336"	0.026	0.156	0	0	0.818	0
"337"	0.018	0.128	0	0	0.854	0
"338"	0.002	0.028	0	0	0.97	0
"339"	0.026	0.074	0.002	0	0.898	0
"340"	0.024	0.084	0	0	0.892	0
"341"	0.024	0.75	0.002	0	0.224	0
"342"	0.016	0.85	0	0	0.134	0
"343"	0.042	0.026	0	0	0.932	0
"344"	0.01	0.012	0	0	0.978	0
"345"	0.044	0.856	0.004	0	0.096	0
"346"	0.04	0.888	0	0	0.072	0
"347"	0.004	0.858	0	0	0.138	0
"348"	0.016	0.192	0	0	0.792	0
"349"	0.01	0.116	0	0	0.874	0
"350"	0.054	0.888	0	0	0.058	0
"351"	0.042	0.92	0	0	0.038	0
"352"	0.002	0.778	0	0	0.22	0
"353"	0.014	0.964	0	0	0.022	0
"354"	0.004	0.942	0	0	0.054	0
"355"	0.016	0.098	0	0	0.886	0
"356"	0.024	0.824	0	0	0.152	0
"357"	0.074	0.788	0	0	0.138	0
"358"	0.02	0.716	0	0	0.264	0
"359"	0.006	0.11	0	0	0.884	0
"360"	0.064	0.106	0	0	0.83	0
"361"	0.008	0.054	0	0	0.938	0
"362"	0.01	0.124	0	0	0.866	0
"363"	0.044	0.04	0	0	0.916	0
"364"	0.012	0.706	0	0	0.282	0
"365"	0.008	0.86	0	0	0.132	0
"366"	0.026	0.964	0	0	0.01	0
"367"	0.132	0.814	0	0	0.054	0
"368"	0.022	0.934	0	0	0.044	0
"369"	0.006	0.08	0	0	0.914	0
"370"	0.014	0.922	0	0	0.064	0
"371"	0	0.97	0	0	0.03	0
"372"	0.018	0.956	0	0	0.026	0
"373"	0.008	0.046	0	0	0.946	0
"374"	0.014	0.19	0	0	0.796	0
"375"	0.01	0.846	0	0	0.144	0
"376"	0.01	0.852	0	0	0.138	0
"377"	0.004	0.986	0	0	0.01	0
"378"	0.02	0.926	0	0	0.054	0
"379"	0.002	0.884	0	0	0.114	0
"380"	0.016	0.844	0	0	0.14	0
"381"	0.008	0.778	0	0	0.214	0
"382"	0.032	0.874	0	0	0.094	0
"383"	0.012	0.262	0	0	0.726	0
"384"	0.006	0.866	0	0	0.128	0
"385"	0.014	0.848	0	0	0.138	0
"386"	0.002	0.71	0	0	0.288	0
"387"	0.04	0.24	0	0	0.72	0
"388"	0.112	0.764	0	0	0.124	0
"389"	0.016	0.942	0	0	0.042	0
"390"	0.014	0.86	0.002	0	0.124	0
"391"	0.01	0.902	0	0	0.088	0
"392"	0.038	0.764	0	0	0.198	0
"393"	0.004	0.014	0	0	0.982	0
"394"	0.014	0.092	0	0	0.894	0
"395"	0.032	0.912	0	0	0.056	0
"396"	0.922	0.032	0	0.008	0.038	0
"397"	0.004	0.182	0	0	0.814	0
"398"	0.014	0.082	0	0	0.904	0
"399"	0.006	0.704	0	0	0.29	0
"400"	0.006	0.752	0	0	0.242	0
"401"	0.026	0.036	0	0	0.938	0
"402"	0.018	0.08	0	0	0.902	0
"403"	0.008	0.038	0	0	0.954	0
"404"	0.012	0.932	0	0	0.056	0
"405"	0.004	0.16	0	0	0.836	0
"406"	0.006	0.886	0	0	0.108	0
"407"	0.032	0.076	0	0	0.892	0
"408"	0.032	0.756	0	0	0.212	0
"409"	0.002	0.222	0	0	0.776	0
"410"	0.02	0.148	0	0	0.832	0
"411"	0.01	0.084	0	0	0.906	0
"412"	0.01	0.09	0	0	0.9	0
"413"	0.004	0.07	0	0	0.926	0
"414"	0.008	0.814	0	0	0.178	0
"415"	0.006	0.848	0	0	0.146	0
"416"	0.01	0.906	0.006	0	0.078	0
"417"	0.01	0.098	0	0	0.892	0
"418"	0.02	0.13	0	0	0.85	0
"419"	0.022	0.838	0	0	0.14	0
"420"	0.008	0.118	0	0	0.874	0
"421"	0.008	0.818	0	0	0.174	0
"422"	0.006	0.934	0	0	0.058	0.002
"423"	0.012	0.938	0	0	0.05	0
"424"	0.002	0.876	0	0	0.122	0
"425"	0.002	0.06	0	0	0.938	0
"426"	0.006	0.23	0	0	0.764	0
"427"	0	0.972	0	0	0.028	0
"428"	0.022	0.772	0	0	0.206	0
"429"	0.05	0.878	0	0	0.072	0
"430"	0.058	0.922	0	0	0.02	0
"431"	0.008	0.112	0	0	0.88	0
"432"	0.004	0.092	0	0	0.904	0
"433"	0.046	0.114	0	0	0.84	0
"434"	0.034	0.1	0	0	0.866	0
"435"	0.006	0.16	0	0	0.834	0
"436"	0.002	0.15	0	0	0.848	0
"437"	0.016	0.058	0	0	0.926	0
"438"	0.006	0.184	0	0	0.81	0
"439"	0.006	0.116	0	0	0.878	0
"440"	0.012	0.092	0	0	0.896	0
"441"	0.002	0.082	0	0	0.916	0
"442"	0.002	0.74	0	0	0.258	0
"443"	0.006	0.284	0	0	0.708	0.002
"444"	0.012	0.13	0	0	0.858	0
"445"	0.002	0.036	0	0	0.962	0
"446"	0.004	0.036	0	0	0.96	0
"447"	0.006	0.088	0	0	0.906	0
"448"	0.002	0.94	0	0	0.058	0
"449"	0.002	0.268	0	0	0.73	0
"450"	0.016	0.74	0	0	0.244	0
"451"	0.006	0.08	0	0	0.914	0
"452"	0.048	0.126	0	0	0.826	0
"453"	0.006	0.04	0	0	0.954	0
"454"	0.022	0.74	0	0	0.238	0
"455"	0.012	0.81	0	0	0.178	0
"456"	0.012	0.118	0	0	0.87	0
"457"	0.006	0.05	0	0	0.944	0
"458"	0.03	0.02	0	0	0.95	0
"459"	0.002	0.108	0	0	0.89	0
"460"	0.006	0.032	0	0	0.962	0
"461"	0.002	0.072	0	0	0.926	0
"462"	0.008	0.096	0	0	0.896	0
"463"	0.01	0.128	0	0	0.862	0
"464"	0.002	0.768	0	0	0.23	0
"465"	0	0.056	0	0	0.944	0
"466"	0.006	0.932	0	0	0.062	0
"467"	0.002	0.794	0	0	0.204	0
"468"	0.002	0.188	0	0	0.81	0
"469"	0.018	0.808	0	0	0.174	0
"470"	0.004	0.082	0	0	0.914	0
"471"	0.006	0.1	0	0	0.894	0
"472"	0.024	0.78	0	0	0.196	0
"473"	0.012	0.198	0	0	0.788	0.002
"474"	0.022	0.79	0	0	0.188	0
"475"	0.014	0.84	0	0	0.146	0
"476"	0.012	0.77	0	0	0.218	0
"477"	0.032	0.772	0	0	0.196	0
"478"	0.014	0.102	0	0	0.884	0
"479"	0.002	0.088	0	0	0.91	0
"480"	0.024	0.186	0	0	0.79	0
"481"	0.062	0.79	0	0	0.148	0
"482"	0.992	0.004	0	0	0.004	0
"483"	0.304	0.682	0	0	0.014	0
"484"	0.006	0.978	0	0	0.016	0
"485"	0.988	0.01	0	0.002	0	0
"486"	0.858	0.11	0	0	0.032	0
"487"	0.978	0.02	0	0.002	0	0
"488"	0.994	0.004	0	0	0.002	0
"489"	0.936	0.044	0	0.002	0.018	0
"490"	0.994	0	0	0.004	0.002	0
"491"	0.028	0.752	0	0	0.22	0
"492"	0.978	0.014	0	0	0.008	0
"493"	0.022	0.736	0	0	0.242	0
"494"	0.958	0.038	0	0.002	0.002	0
"495"	0.898	0.084	0	0	0.018	0
"496"	0.978	0.018	0	0	0.004	0
"497"	0.74	0.188	0	0	0.072	0
"498"	0.832	0.124	0	0	0.044	0
"499"	0.084	0.754	0	0	0.162	0
"500"	0.894	0.044	0	0	0.062	0
"501"	0.984	0	0	0.01	0.006	0
"502"	0.96	0.002	0	0.036	0.002	0
"503"	0.984	0.002	0	0.01	0.004	0
"504"	0.968	0.018	0	0.006	0.008	0
"505"	0.986	0.002	0	0.012	0	0
"506"	0.998	0	0	0.002	0	0
"507"	1	0	0	0	0	0
"508"	0.992	0	0	0.008	0	0
"509"	1	0	0	0	0	0
"510"	0.996	0.004	0	0	0	0
"511"	0.99	0.008	0	0.002	0	0
"512"	0.994	0	0	0.006	0	0
"513"	0.998	0	0	0.002	0	0
"514"	1	0	0	0	0	0
"515"	0.996	0.002	0	0.002	0	0
"516"	0.998	0.002	0	0	0	0
"517"	1	0	0	0	0	0
"518"	0.998	0.002	0	0	0	0
"519"	0.986	0	0.006	0.008	0	0
"520"	1	0	0	0	0	0
"521"	0.994	0	0	0.006	0	0
"522"	1	0	0	0	0	0
"523"	0.994	0	0	0.004	0.002	0
"524"	0.988	0.002	0	0.01	0	0
"525"	1	0	0	0	0	0
"526"	1	0	0	0	0	0
"527"	0.996	0.002	0	0.002	0	0
"528"	0.984	0	0	0.016	0	0
"529"	0.994	0.006	0	0	0	0
"530"	0.954	0.042	0	0	0.004	0
"531"	0.994	0.004	0	0	0.002	0
"532"	0.032	0.924	0	0	0.03	0.014
"533"	0.972	0.014	0	0.01	0.004	0
"534"	0.998	0	0	0.002	0	0
"535"	0.984	0.01	0	0.006	0	0
"536"	1	0	0	0	0	0
"537"	0.998	0.002	0	0	0	0
"538"	0.896	0.046	0	0	0.058	0
"539"	0.764	0.194	0	0	0.042	0
"540"	0.95	0.026	0	0.006	0.018	0
"541"	0.808	0.17	0	0.002	0.02	0
"542"	0.01	0.908	0	0	0.07	0.012
"543"	0.028	0.94	0	0	0.032	0
"544"	0.012	0.898	0	0	0.088	0.002
"545"	0.006	0.032	0	0	0.962	0
"546"	0.01	0.108	0	0	0.882	0
"547"	0.014	0.922	0	0	0.064	0
"548"	0.01	0.214	0	0	0.776	0
"549"	0.008	0.066	0	0	0.926	0
"550"	0.012	0.168	0	0	0.82	0
"551"	0.296	0.682	0	0	0.022	0
"552"	0.998	0.002	0	0	0	0
"553"	0.06	0.066	0	0	0.874	0
"554"	0.156	0.798	0	0	0.046	0
"555"	0.262	0.698	0	0	0.04	0
"556"	0.84	0.12	0	0	0.04	0
"557"	0.046	0.1	0	0	0.854	0
"558"	0.034	0.156	0	0	0.81	0
"559"	0.028	0.308	0	0	0.664	0
"560"	0.064	0.148	0	0	0.788	0
"561"	0.136	0.802	0	0	0.062	0
"562"	0.022	0.888	0	0	0.09	0
"563"	0.87	0.078	0	0	0.052	0
"564"	0.03	0.768	0	0	0.202	0
"565"	0.066	0.046	0	0	0.888	0
"566"	0.096	0.098	0	0	0.806	0
"567"	0.014	0.16	0	0	0.826	0
"568"	0.958	0.024	0	0.01	0.008	0
"569"	0.074	0.862	0	0	0.064	0
"570"	0.028	0.844	0	0	0.128	0
"571"	0.018	0.682	0	0	0.3	0
"572"	0.18	0.788	0	0	0.032	0
"573"	0.99	0.004	0	0.004	0.002	0
"574"	0.922	0.06	0	0.006	0.012	0
"575"	0.984	0.004	0	0.01	0.002	0
"576"	0.016	0.066	0	0	0.918	0
"577"	0.178	0.772	0	0	0.05	0
"578"	0.022	0.056	0	0	0.922	0
"579"	0.122	0.076	0	0	0.802	0
"580"	0.102	0.8	0	0	0.098	0
"581"	0.012	0.068	0	0	0.92	0
"582"	0.024	0.264	0	0	0.712	0
"583"	0.114	0.074	0	0	0.812	0
"584"	0.024	0.89	0	0	0.086	0
"585"	0.194	0.054	0	0	0.752	0
"586"	0.068	0.132	0	0	0.8	0
"587"	0.01	0.718	0	0	0.272	0
"588"	0.008	0.032	0	0	0.96	0
"589"	0.01	0.118	0	0	0.872	0
"590"	0.004	0.092	0	0	0.904	0
"591"	0.212	0.06	0	0	0.728	0
"592"	0.05	0.804	0	0	0.146	0
"593"	0.006	0.046	0	0	0.948	0
"594"	0.016	0.128	0	0	0.856	0
"595"	0.018	0.888	0	0	0.094	0
"596"	0.006	0.064	0	0	0.93	0
"597"	0.064	0.054	0	0	0.882	0
"598"	0.01	0.802	0	0	0.188	0
"599"	0.02	0.904	0	0	0.076	0
"600"	0.03	0.786	0	0	0.184	0
"601"	0.08	0.864	0	0.002	0.054	0
"602"	0.022	0.172	0	0	0.806	0
"603"	0.04	0.728	0	0	0.232	0
"604"	0.124	0.068	0	0	0.808	0
"605"	0.976	0.01	0	0.006	0.008	0
"606"	0.006	0.878	0	0	0.114	0.002
"607"	0.016	0.976	0	0	0.008	0
"608"	0.634	0.34	0	0	0.026	0
"609"	0.012	0.954	0	0	0.034	0
"610"	0.068	0.14	0	0	0.792	0
"611"	0.09	0.094	0	0	0.816	0
"612"	0.006	0.79	0	0	0.204	0
"613"	0.006	0.936	0	0	0.058	0
"614"	0.012	0.97	0	0	0.018	0
"615"	0.01	0.968	0	0	0.022	0
"616"	0.016	0.948	0	0	0.026	0.01
"617"	0.004	0.15	0	0	0.844	0.002
"618"	0.006	0.128	0	0	0.866	0
"619"	0.008	0.058	0	0	0.934	0
"620"	0.034	0.094	0	0	0.872	0
"621"	0.002	0.872	0	0	0.126	0
"622"	0.008	0.838	0	0	0.154	0
"623"	0.002	0.966	0	0	0.03	0.002
"624"	0.704	0.078	0	0	0.218	0
"625"	0.006	0.944	0	0	0.05	0
"626"	0.004	0.914	0	0	0.074	0.008
"627"	0.012	0.91	0	0	0.078	0
"628"	0.002	0.856	0	0	0.14	0.002
"629"	0.004	0.856	0	0	0.132	0.008
"630"	0.004	0.96	0	0	0.036	0
"631"	0.004	0.892	0	0	0.102	0.002
"632"	0.006	0.862	0	0	0.132	0
"633"	0.012	0.248	0	0	0.734	0.006
"634"	0.008	0.022	0	0	0.97	0
"635"	0.008	0.886	0	0	0.106	0
"636"	0.004	0.946	0	0	0.05	0
"637"	0.03	0.034	0	0	0.936	0
"638"	0.148	0.078	0	0	0.774	0
"639"	0.016	0.918	0	0	0.062	0.004
